Left_X,Left_Y,Left_Z,Right_X,Right_Y,Right_Z
1.037380937759978,0.2713544019703169,0.07675543062812604,1.0962970716746507,-0.20904587164536786,0.1892178018966974
1.037380937759978,0.2713544019703169,0.07675543062812604,1.0962970716746507,-0.20904587164536786,0.1892178018966974
1.0370568429254003,0.27222881894388345,0.07589891771472733,1.096215776879412,-0.21001164465952477,0.18826922493539422
1.0372975265831395,0.2716716539124848,0.0762231962587374,1.0966470718515868,-0.20964886919474285,0.18978727379164873
1.037531138592584,0.2720189144394533,0.07691101806256428,1.0961583709399985,-0.209189195986183,0.1884519171704171
1.0374324885871384,0.2716463561000067,0.07661568031851979,1.0964453319910517,-0.21000617365205565,0.18901375555756017
1.036974946307621,0.27277581595168565,0.0761113282760855,1.0963466786747076,-0.20908524317885807,0.1888356010810543
1.0373503428462953,0.2713587697394738,0.07651822423896505,1.0961969686256658,-0.2092488572682303,0.18853444044437673
1.0374890189973207,0.2715654497418814,0.0764761160642153,1.0963706239965085,-0.20968599076215688,0.18866694006323928
1.0370780194514508,0.27107020300117945,0.07627768210938485,1.0961755583892854,-0.20953335102969028,0.18825167441848245
1.0372565036293377,0.2717401275591342,0.07641123276710358,1.09611175870026,-0.2092493708383633,0.18842779091549267
1.0378424472952614,0.27165422983377757,0.07774208105333834,1.0965427573241084,-0.2096690568067402,0.1891075279837538
1.0376503364871188,0.27200615540152884,0.07725511339113439,1.0962042807127668,-0.2087616368148077,0.18872808147600234
1.0373517523389093,0.27145147042891893,0.07641075005080386,1.0962454381356432,-0.2096836019687657,0.1885240010529069
1.0374220111266732,0.2712859511625191,0.07656742980679965,1.0963695215138411,-0.21002697890895336,0.1889999602656606
1.0373499911199031,0.2713792167452082,0.07665859375068655,1.0964130165896282,-0.20941375520791833,0.18944109653645533
1.0373627957780531,0.271376768530106,0.07644774046565286,1.0962286576735647,-0.21016956319720967,0.18851846086275137
1.0377224690160542,0.27191271259089395,0.07716405797594428,1.0966200383048283,-0.21013946118792193,0.1895323899052791
1.0373083920807091,0.2712584167348511,0.07660152375942077,1.0960526955019279,-0.20880324250604917,0.18870047939559156
1.0378857114444682,0.2716582283859487,0.07730636315753528,1.0962135729951288,-0.21032415353705985,0.18825062697641642
1.0375990425378574,0.27051114377740654,0.076994718701571,1.096352176014866,-0.20935042891639247,0.18922205888415025
1.0376653944283358,0.27088727124209705,0.07725580449913944,1.0962656287700374,-0.20966742970852248,0.18866338959736903
1.0371190125226035,0.27212812683074217,0.0762777928288356,1.0960031690189276,-0.2091475907419301,0.18830637842108033
1.037230873844462,0.27137165148918285,0.07617425127456065,1.096206815741826,-0.20962397994429338,0.1884410410607671
1.0377110383934567,0.27164893188426814,0.07746832489577664,1.096070995979518,-0.20917016739217664,0.1883484733677714
1.0376768912290504,0.27191874179473186,0.07734072236250723,1.096193205171388,-0.20949397295412736,0.1888279301986247
1.0376168450927352,0.27133848459709126,0.07718429433369851,1.0967075080449247,-0.2098138665623755,0.18973602687675253
1.0375451288841884,0.2717706085052772,0.07693404058385497,1.0961245367613035,-0.2097749403898548,0.1884124787257311
1.0371858795904314,0.2720691874281012,0.0765277059213815,1.0965327897349249,-0.21045302244788427,0.1894069267970564
1.0373724012450092,0.27217225897442865,0.0765071485584703,1.096548829829717,-0.2091553158014338,0.18989882751013862
1.0374701369684767,0.27237605801207354,0.0766978466249277,1.0961097731379459,-0.2095618581866529,0.18840919511192214
1.0374726837722446,0.27167453872324865,0.07678013909595062,1.096497621760108,-0.20981209437056753,0.18948593057453283
1.037542219848328,0.27194411286924436,0.07694806541057507,1.0963353463504406,-0.20981763664546504,0.18893558756566517
1.0375283032183602,0.2716902595656431,0.07699309857065606,1.0963879124610267,-0.20927871989741326,0.1895080456777814
1.0372856526167404,0.2718427985219904,0.07653864413666643,1.0965110067667965,-0.20957463072790433,0.18935157948624964
1.0370660313455722,0.2709760965123275,0.07613601328087702,1.0963005870065181,-0.20956748586832621,0.1885978050150254
1.0373422472734972,0.2717620568178351,0.07639914427866432,1.0959867069561608,-0.21090732510658913,0.18787412374426282
1.0375369382115565,0.2723170285357044,0.07694783435298455,1.0962138099651213,-0.20992145304643683,0.1887456859439045
1.037053965917033,0.27206400443710216,0.07625420221509033,1.096379056337355,-0.20960722837293563,0.1888814728111962
1.0378435141633056,0.27197212265008225,0.07726038393792398,1.0957913372936858,-0.2094487030865789,0.1876835736616132
1.0374704277225777,0.27270847482002636,0.07707569420891705,1.0963853607714822,-0.21030372566627492,0.18912432076172792
1.0374790333946247,0.2726436988337072,0.07685364726879948,1.0960870634560593,-0.20944675958403464,0.1884728556740899
1.0375385946947697,0.272050626134514,0.07704132202612388,1.0959327139791062,-0.2101996522035795,0.1883649842883938
1.0374786534472087,0.27105581470231466,0.0770142404536179,1.0962026368657014,-0.20867497794385845,0.1887712210829564
1.0374634926870172,0.27265620861416,0.07680507221184776,1.096001210926321,-0.20945999280516664,0.18828777922640194
1.0377062138980873,0.2726930378026446,0.07750466553539548,1.0961404603071379,-0.2096488501218225,0.1890319097850669
1.037185510001835,0.2709631669698025,0.07647992248795726,1.0959686275748675,-0.20966916036360495,0.18815841919169235
1.0370560672967009,0.2717215591489481,0.0761355530127715,1.0959637926767307,-0.2091005025662051,0.18814534053375778
1.0373430817619664,0.27276548789839233,0.07681351061230997,1.0961830088860347,-0.2086786388015846,0.18870998316990945
1.0375903887089784,0.2714258330674479,0.07709886215916173,1.0958226133631719,-0.20921140255059403,0.18746129924744392
1.0376852996481045,0.2709370053221365,0.07731567099283798,1.0959127782835973,-0.21064371004035204,0.18851518724707064
1.037652984525175,0.2716431683296836,0.07699611108427004,1.0962143907205173,-0.2092090991797408,0.18911068542396922
